PatientID	Preprocessing step	Dataset	NN-Architecture (nn-Unet, UNETR)	Epoch	Label (WT, ET, TC, GTV)	Dice	Hausdorff	Surface Dice 1mm
Patient_87114	2a_interp	bgpd	nn_unet	100	WT	0.052	42.984	0.179
Patient_88817	2a_interp	bgpd	nn_unet	100	WT	0.796	36.975	0.475
Patient_88917	2a_interp	bgpd	nn_unet	100	WT	0.48	41.438	0.312
Patient_90517	2a_interp	bgpd	nn_unet	100	WT	0.825	9.387	0.586
Patient_90616	2a_interp	bgpd	nn_unet	100	WT	0.788	56.006	0.566
Patient_99715	2a_interp	bgpd	nn_unet	100	WT	0.759	60.827	0.465
1029_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.777	8.246	0.432
1036_18	3a_atlas	bgpd	nn_unet	100	WT	0.889	5.275	0.49
1159_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.897	6.3	0.541
1184_18	3a_atlas	bgpd	nn_unet	100	WT	0.654	62.839	0.408
1216_18	3a_atlas	bgpd	nn_unet	100	WT	0.75	10.419	0.558
1254_18	3a_atlas	bgpd	nn_unet	100	WT	0.821	60.073	0.554
1257_18	3a_atlas	bgpd	nn_unet	100	WT	0.883	6.185	0.42
1258_18	3a_atlas	bgpd	nn_unet	100	WT	0.911	3.174	0.409
1326_18	3a_atlas	bgpd	nn_unet	100	WT	0.779	7.031	0.094
1360_18	3a_atlas	bgpd	nn_unet	100	WT	0.827	10.405	0.306
1484_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.529	27.716	0.17
1515_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.756	58.403	0.519
1566_18	3a_atlas	bgpd	nn_unet	100	WT	0.626	7.104	0.254
1573_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.729	16.137	0.347
1646_18	3a_atlas	bgpd	nn_unet	100	WT	0.434	79.879	0.184
1744_18	3a_atlas	bgpd	nn_unet	100	WT	0.803	9.59	0.258
1765_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.865	4.652	0.472
1769_18	3a_atlas	bgpd	nn_unet	100	WT	0.831	8.767	0.497
1781_18	3a_atlas	bgpd	nn_unet	100	WT	0.844	4.956	0.523
1788_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.577	19.43	0.155
1795_18_	3a_atlas	bgpd	nn_unet	100	WT	0.786	14.183	0.476
423_18	3a_atlas	bgpd	nn_unet	100	WT	0.888	3.458	0.634
607_18	3a_atlas	bgpd	nn_unet	100	WT	0.732	14.457	0.427
608_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.757	9.988	0.334
660_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.763	10.305	0.232
672_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.677	11.537	0.383
788_18	3a_atlas	bgpd	nn_unet	100	WT	0.926	2.511	0.665
Patient_1000314	3a_atlas	bgpd	nn_unet	100	WT	0.789	17.647	0.401
Patient_102117	3a_atlas	bgpd	nn_unet	100	WT	0.722	11.141	0.376
Patient_103717	3a_atlas	bgpd	nn_unet	100	WT	0.709	7.032	0.425
Patient_104514	3a_atlas	bgpd	nn_unet	100	WT	0.777	10.282	0.294
Patient_109414	3a_atlas	bgpd	nn_unet	100	WT	0.903	5.645	0.724
Patient_110014	3a_atlas	bgpd	nn_unet	100	WT	0.56	70.93	0.258
Patient_110816	3a_atlas	bgpd	nn_unet	100	WT	0.804	7.919	0.513
Patient_120115	3a_atlas	bgpd	nn_unet	100	WT	0.842	46.837	0.546
Patient_12214	3a_atlas	bgpd	nn_unet	100	WT	0.573	17.306	0.194
Patient_123816	3a_atlas	bgpd	nn_unet	100	WT	0.882	4.033	0.706
Patient_129816	3a_atlas	bgpd	nn_unet	100	WT	0.573	33.675	0.147
Patient_135915	3a_atlas	bgpd	nn_unet	100	WT	0.849	6.073	0.587
Patient_137315	3a_atlas	bgpd	nn_unet	100	WT	0.833	6.094	0.531
Patient_138316	3a_atlas	bgpd	nn_unet	100	WT	0.64	14.568	0.05
Patient_138516	3a_atlas	bgpd	nn_unet	100	WT	0.764	5.089	0.554
Patient_15215	3a_atlas	bgpd	nn_unet	100	WT	0.714	5.5	0.358
Patient_20717	3a_atlas	bgpd	nn_unet	100	WT	0.884	5.874	0.594
Patient_28514	3a_atlas	bgpd	nn_unet	100	WT	0.836	6.106	0.523
Patient_2914	3a_atlas	bgpd	nn_unet	100	WT	0.871	6	0.545
Patient_33217	3a_atlas	bgpd	nn_unet	100	WT	0.748	10.098	0.462
Patient_51815	3a_atlas	bgpd	nn_unet	100	WT	0.646	76.833	0.306
Patient_54317	3a_atlas	bgpd	nn_unet	100	WT	0.645	15	0.157
Patient_59817	3a_atlas	bgpd	nn_unet	100	WT	0.365	25.248	0.055
Patient_62315	3a_atlas	bgpd	nn_unet	100	WT	0.864	6	0.671
Patient_62817	3a_atlas	bgpd	nn_unet	100	WT	0.695	18.341	0.407
Patient_65516	3a_atlas	bgpd	nn_unet	100	WT	0.812	7.614	0.422
Patient_74417	3a_atlas	bgpd	nn_unet	100	WT	0.884	4.219	0.794
Patient_75116	3a_atlas	bgpd	nn_unet	100	WT	0.812	6.094	0.427
Patient_89117	3a_atlas	bgpd	nn_unet	100	WT	0.783	9.793	0.354
Patient_92114	3a_atlas	bgpd	nn_unet	100	WT	0.876	4.232	0.656
Patient_9315	3a_atlas	bgpd	nn_unet	100	WT	0.64	71.621	0.346
Patient_95717	3a_atlas	bgpd	nn_unet	100	WT	0.888	5.049	0.675
Patient_98817	3a_atlas	bgpd	nn_unet	100	WT	0.797	10.053	0.358
1019_18	3a_atlas	bgpd	nn_unet	100	WT	0.651	12.942	0.22
1034_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.875	8.644	0.447
1056_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.848	8.938	0.468
1096_18	3a_atlas	bgpd	nn_unet	100	WT	0.688	11.914	0.361
1112_19_4	3a_atlas	bgpd	nn_unet	100	WT	0.137	24.786	0.061
1214_18	3a_atlas	bgpd	nn_unet	100	WT	0.893	3.417	0.524
1255_18	3a_atlas	bgpd	nn_unet	100	WT	0.557	86.319	0.286
1267_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.82	10.039	0.357
1275_19_4	3a_atlas	bgpd	nn_unet	100	WT	0.239	12.186	0.132
1333_18	3a_atlas	bgpd	nn_unet	100	WT	0.833	8.916	0.424
1354_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.133	36.823	0.096
1421_18	3a_atlas	bgpd	nn_unet	100	WT	0.853	6.099	0.654
1470_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.751	10.696	0.262
1541_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.838	7.027	0.42
1635_18	3a_atlas	bgpd	nn_unet	100	WT	0.843	5.096	0.408
1702_18	3a_atlas	bgpd	nn_unet	100	WT	0.839	2.841	0.753
1733_18	3a_atlas	bgpd	nn_unet	100	WT	0.595	12.367	0.348
1734_18	3a_atlas	bgpd	nn_unet	100	WT	0.889	6.164	0.391
1746_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.884	4.2	0.415
1764_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.859	8.725	0.352
255_18	3a_atlas	bgpd	nn_unet	100	WT	0.79	5.788	0.382
322_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.841	11.02	0.291
351_18	3a_atlas	bgpd	nn_unet	100	WT	0.885	4.4	0.66
541_18	3a_atlas	bgpd	nn_unet	100	WT	0.664	9.924	0.342
558_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.806	78.923	0.423
575_18_4	3a_atlas	bgpd	nn_unet	100	WT	0	73.185	0
593_18	3a_atlas	bgpd	nn_unet	100	WT	0.863	3.303	0.528
644_19_4	3a_atlas	bgpd	nn_unet	100	WT	0.665	8.77	0.256
664_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.865	4.322	0.516
688_18	3a_atlas	bgpd	nn_unet	100	WT	0.782	5.192	0.211
745_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.836	4.395	0.59
770_18	3a_atlas	bgpd	nn_unet	100	WT	0.837	4.62	0.646
875_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.928	4.395	0.38
925_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.877	4.865	0.463
946_18	3a_atlas	bgpd	nn_unet	100	WT	0.764	12.401	0.267
971_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.916	2.734	0.764
Patient_1000815	3a_atlas	bgpd	nn_unet	100	WT	0.871	6	0.647
Patient_105215	3a_atlas	bgpd	nn_unet	100	WT	0.162	40.389	0.095
Patient_12115	3a_atlas	bgpd	nn_unet	100	WT	0	82.344	0
Patient_129316	3a_atlas	bgpd	nn_unet	100	WT	0.827	6.887	0.374
Patient_129415	3a_atlas	bgpd	nn_unet	100	WT	0.621	13.277	0.224
Patient_130514	3a_atlas	bgpd	nn_unet	100	WT	0.778	7.956	0.388
Patient_136415	3a_atlas	bgpd	nn_unet	100	WT	0.824	65.668	0.592
Patient_158716	3a_atlas	bgpd	nn_unet	100	WT	0.583	98.716	0.244
Patient_161316	3a_atlas	bgpd	nn_unet	100	WT	0.852	6.29	0.674
Patient_24117	3a_atlas	bgpd	nn_unet	100	WT	0.903	3.002	0.715
Patient_24815	3a_atlas	bgpd	nn_unet	100	WT	0.802	6.643	0.504
Patient_45217	3a_atlas	bgpd	nn_unet	100	WT	0.784	10.125	0.482
Patient_5117	3a_atlas	bgpd	nn_unet	100	WT	0.696	15.576	0.447
Patient_56717	3a_atlas	bgpd	nn_unet	100	WT	0.734	62.523	0.345
Patient_59315	3a_atlas	bgpd	nn_unet	100	WT	0.684	11.719	0.263
Patient_61715	3a_atlas	bgpd	nn_unet	100	WT	0.771	11.88	0.445
Patient_61916	3a_atlas	bgpd	nn_unet	100	WT	0.819	10.709	0.564
Patient_66615	3a_atlas	bgpd	nn_unet	100	WT	0.865	5.645	0.606
Patient_69515	3a_atlas	bgpd	nn_unet	100	WT	0.725	12.16	0.29
Patient_70614	3a_atlas	bgpd	nn_unet	100	WT	0.79	59.564	0.469
Patient_76516	3a_atlas	bgpd	nn_unet	100	WT	0.898	4.193	0.649
Patient_83714	3a_atlas	bgpd	nn_unet	100	WT	0.864	4.641	0.64
Patient_98814	3a_atlas	bgpd	nn_unet	100	WT	0.795	8.116	0.351
1028_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.888	6.5	0.71
1043_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.895	65.25	0.535
1072_19	3a_atlas	bgpd	nn_unet	100	WT	0.723	14.448	0.272
1164_18	3a_atlas	bgpd	nn_unet	100	WT	0.906	2.344	0.661
1170_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.737	8.838	0.315
1185_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.787	26.223	0.388
1302_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.361	35.181	0.029
1357_19_4	3a_atlas	bgpd	nn_unet	100	WT	0.821	9.3	0.458
1463_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.889	5.503	0.392
1501_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.875	33.462	0.739
1539_18	3a_atlas	bgpd	nn_unet	100	WT	0.739	9.766	0.229
1546_18	3a_atlas	bgpd	nn_unet	100	WT	0.807	40.905	0.39
1685_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.665	12.845	0.241
1770_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.862	7.802	0.655
349_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.93	3.792	0.56
573_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.826	6.9	0.363
668_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.9	26.295	0.394
705_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.611	16.838	0.146
746_19_4	3a_atlas	bgpd	nn_unet	100	WT	0.795	82.595	0.251
826_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.83	8.637	0.23
856_19_4	3a_atlas	bgpd	nn_unet	100	WT	0.841	7.287	0.521
923_18	3a_atlas	bgpd	nn_unet	100	WT	0.727	10.271	0.266
979_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.785	10.376	0.43
990_18_4	3a_atlas	bgpd	nn_unet	100	WT	0.821	5.474	0.632
Patient_1001316	3a_atlas	bgpd	nn_unet	100	WT	0.865	9.027	0.579
Patient_107017	3a_atlas	bgpd	nn_unet	100	WT	0.78	9	0.32
Patient_109017	3a_atlas	bgpd	nn_unet	100	WT	0.669	14.622	0.18
Patient_111016	3a_atlas	bgpd	nn_unet	100	WT	0.788	6.671	0.532
Patient_122315	3a_atlas	bgpd	nn_unet	100	WT	0.751	8.008	0.277
Patient_12417	3a_atlas	bgpd	nn_unet	100	WT	0.835	6	0.6
Patient_127916	3a_atlas	bgpd	nn_unet	100	WT	0.503	86.157	0.151
Patient_131416	3a_atlas	bgpd	nn_unet	100	WT	0.104	47.854	0.042
Patient_132216	3a_atlas	bgpd	nn_unet	100	WT	0.451	122.698	0.22
Patient_133916	3a_atlas	bgpd	nn_unet	100	WT	0.479	20.152	0.329
Patient_136715	3a_atlas	bgpd	nn_unet	100	WT	0.848	6.091	0.51
Patient_136915	3a_atlas	bgpd	nn_unet	100	WT	0.79	6.641	0.492
Patient_140316	3a_atlas	bgpd	nn_unet	100	WT	0.746	6.442	0.403
Patient_146716	3a_atlas	bgpd	nn_unet	100	WT	0.767	6.577	0.505
Patient_15817	3a_atlas	bgpd	nn_unet	100	WT	0.801	80.175	0.511
Patient_1815	3a_atlas	bgpd	nn_unet	100	WT	0.529	101.832	0.369
Patient_22117	3a_atlas	bgpd	nn_unet	100	WT	0.764	13.125	0.409
Patient_24717	3a_atlas	bgpd	nn_unet	100	WT	0.568	50.07	0.537
Patient_43316	3a_atlas	bgpd	nn_unet	100	WT	0.782	6	0.588
Patient_43515	3a_atlas	bgpd	nn_unet	100	WT	0.664	45.777	0.363
Patient_48417	3a_atlas	bgpd	nn_unet	100	WT	0.791	6.321	0.464
Patient_48517	3a_atlas	bgpd	nn_unet	100	WT	0.833	6.094	0.515
Patient_49617	3a_atlas	bgpd	nn_unet	100	WT	0.831	6.774	0.532
Patient_52315	3a_atlas	bgpd	nn_unet	100	WT	0.628	15.865	0.188
Patient_716	3a_atlas	bgpd	nn_unet	100	WT	0.742	11.435	0.47
Patient_72715	3a_atlas	bgpd	nn_unet	100	WT	0.468	56.584	0.34
Patient_8017	3a_atlas	bgpd	nn_unet	100	WT	0.722	100.41	0.523
Patient_83217	3a_atlas	bgpd	nn_unet	100	WT	0.906	5.651	0.67
Patient_84116	3a_atlas	bgpd	nn_unet	100	WT	0.71	9.753	0.45
Patient_87114	3a_atlas	bgpd	nn_unet	100	WT	0.384	56.481	0.123
Patient_88817	3a_atlas	bgpd	nn_unet	100	WT	0.822	13.402	0.515
Patient_88917	3a_atlas	bgpd	nn_unet	100	WT	0.5	35.471	0.282
Patient_90517	3a_atlas	bgpd	nn_unet	100	WT	0.811	8.8	0.481
Patient_90616	3a_atlas	bgpd	nn_unet	100	WT	0.668	71.099	0.502
Patient_99715	3a_atlas	bgpd	nn_unet	100	WT	0.855	51.665	0.583
1029_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.68	98.71	0.301
1036_18	4a_resamp	bgpd	nn_unet	100	WT	0.884	152.146	0.431
1159_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.876	9.665	0.511
1184_18	4a_resamp	bgpd	nn_unet	100	WT	0.541	180.573	0.325
1216_18	4a_resamp	bgpd	nn_unet	100	WT	0.726	22.916	0.457
1254_18	4a_resamp	bgpd	nn_unet	100	WT	0.805	54.059	0.499
1257_18	4a_resamp	bgpd	nn_unet	100	WT	0.416	170.848	0.163
1258_18	4a_resamp	bgpd	nn_unet	100	WT	0.89	4.141	0.296
1326_18	4a_resamp	bgpd	nn_unet	100	WT	0.715	9.272	0.084
1360_18	4a_resamp	bgpd	nn_unet	100	WT	0.818	17.032	0.314
1484_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.388	35.223	0.049
1515_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.72	60.277	0.458
1566_18	4a_resamp	bgpd	nn_unet	100	WT	0.448	16.902	0.235
1573_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.638	17.973	0.311
1646_18	4a_resamp	bgpd	nn_unet	100	WT	0.452	61.071	0.223
1744_18	4a_resamp	bgpd	nn_unet	100	WT	0.785	10.1	0.269
1765_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.714	144.883	0.344
1769_18	4a_resamp	bgpd	nn_unet	100	WT	0.888	3.263	0.583
1781_18	4a_resamp	bgpd	nn_unet	100	WT	0.864	4.08	0.578
1788_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.367	27.82	0.084
1795_18_	4a_resamp	bgpd	nn_unet	100	WT	0.67	164.315	0.404
423_18	4a_resamp	bgpd	nn_unet	100	WT	0.826	121.997	0.533
607_18	4a_resamp	bgpd	nn_unet	100	WT	0.753	12.37	0.417
608_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.777	9.999	0.391
660_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.756	10.403	0.24
672_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.69	11.675	0.396
788_18	4a_resamp	bgpd	nn_unet	100	WT	0.913	3.315	0.602
Patient_1000314	4a_resamp	bgpd	nn_unet	100	WT	0.738	19.329	0.319
Patient_102117	4a_resamp	bgpd	nn_unet	100	WT	0.594	13.357	0.287
Patient_103717	4a_resamp	bgpd	nn_unet	100	WT	0.702	68.805	0.447
Patient_104514	4a_resamp	bgpd	nn_unet	100	WT	0.77	10.312	0.288
Patient_109414	4a_resamp	bgpd	nn_unet	100	WT	0.897	5.345	0.701
Patient_110014	4a_resamp	bgpd	nn_unet	100	WT	0.439	18.005	0.209
Patient_110816	4a_resamp	bgpd	nn_unet	100	WT	0.822	5.95	0.505
Patient_120115	4a_resamp	bgpd	nn_unet	100	WT	0.855	7.684	0.572
Patient_12214	4a_resamp	bgpd	nn_unet	100	WT	0.493	36.316	0.187
Patient_123816	4a_resamp	bgpd	nn_unet	100	WT	0.858	5.345	0.681
Patient_129816	4a_resamp	bgpd	nn_unet	100	WT	0.55	30.168	0.104
Patient_135915	4a_resamp	bgpd	nn_unet	100	WT	0.836	6.56	0.553
Patient_137315	4a_resamp	bgpd	nn_unet	100	WT	0.836	6.091	0.574
Patient_138316	4a_resamp	bgpd	nn_unet	100	WT	0.486	171.41	0.036
Patient_138516	4a_resamp	bgpd	nn_unet	100	WT	0.7	56.348	0.511
Patient_15215	4a_resamp	bgpd	nn_unet	100	WT	0.688	5.573	0.311
Patient_20717	4a_resamp	bgpd	nn_unet	100	WT	0.871	6	0.575
Patient_28514	4a_resamp	bgpd	nn_unet	100	WT	0.85	7.055	0.569
Patient_2914	4a_resamp	bgpd	nn_unet	100	WT	0.836	6.373	0.449
Patient_33217	4a_resamp	bgpd	nn_unet	100	WT	0.73	8.438	0.433
Patient_51815	4a_resamp	bgpd	nn_unet	100	WT	0.682	77.171	0.35
Patient_54317	4a_resamp	bgpd	nn_unet	100	WT	0.608	15.326	0.147
Patient_59817	4a_resamp	bgpd	nn_unet	100	WT	0.381	24	0.065
Patient_62315	4a_resamp	bgpd	nn_unet	100	WT	0.839	6.593	0.637
Patient_62817	4a_resamp	bgpd	nn_unet	100	WT	0.688	17.854	0.4
Patient_65516	4a_resamp	bgpd	nn_unet	100	WT	0.801	7.8	0.401
Patient_74417	4a_resamp	bgpd	nn_unet	100	WT	0.883	5.049	0.794
Patient_75116	4a_resamp	bgpd	nn_unet	100	WT	0.781	6.761	0.377
Patient_89117	4a_resamp	bgpd	nn_unet	100	WT	0.675	99.247	0.255
Patient_92114	4a_resamp	bgpd	nn_unet	100	WT	0.861	4.568	0.612
Patient_9315	4a_resamp	bgpd	nn_unet	100	WT	0.649	33.793	0.363
Patient_95717	4a_resamp	bgpd	nn_unet	100	WT	0.851	6	0.58
Patient_98817	4a_resamp	bgpd	nn_unet	100	WT	0.643	17.11	0.239
1019_18	4a_resamp	bgpd	nn_unet	100	WT	0.608	99.366	0.179
1034_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.911	4.83	0.642
1056_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.837	9.513	0.533
1096_18	4a_resamp	bgpd	nn_unet	100	WT	0.754	7.964	0.401
1112_19_4	4a_resamp	bgpd	nn_unet	100	WT	0.155	106.62	0.065
1214_18	4a_resamp	bgpd	nn_unet	100	WT	0.865	112.169	0.399
1255_18	4a_resamp	bgpd	nn_unet	100	WT	0.827	5.597	0.523
1267_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.826	11.014	0.386
1275_19_4	4a_resamp	bgpd	nn_unet	100	WT	0.003	132.46	0.003
1333_18	4a_resamp	bgpd	nn_unet	100	WT	0.783	121.816	0.368
1354_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.079	50.566	0.048
1421_18	4a_resamp	bgpd	nn_unet	100	WT	0.853	6	0.654
1470_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.73	11.289	0.253
1541_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.814	8.25	0.459
1635_18	4a_resamp	bgpd	nn_unet	100	WT	0.855	4.457	0.444
1702_18	4a_resamp	bgpd	nn_unet	100	WT	0.8	6.5	0.751
1733_18	4a_resamp	bgpd	nn_unet	100	WT	0.52	14.625	0.318
1734_18	4a_resamp	bgpd	nn_unet	100	WT	0.784	133.426	0.338
1746_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.879	4.301	0.369
1764_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.838	10.313	0.296
255_18	4a_resamp	bgpd	nn_unet	100	WT	0.814	4.388	0.384
322_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.858	13.955	0.369
351_18	4a_resamp	bgpd	nn_unet	100	WT	0.878	4.453	0.645
541_18	4a_resamp	bgpd	nn_unet	100	WT	0.77	5.753	0.642
558_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.878	4.574	0.586
575_18_4	4a_resamp	bgpd	nn_unet	100	WT	0	inf	0
593_18	4a_resamp	bgpd	nn_unet	100	WT	0.866	3.339	0.543
644_19_4	4a_resamp	bgpd	nn_unet	100	WT	0.7	8	0.314
664_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.856	4.416	0.469
688_18	4a_resamp	bgpd	nn_unet	100	WT	0.707	21.039	0.151
745_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.787	6.551	0.519
770_18	4a_resamp	bgpd	nn_unet	100	WT	0.769	94.717	0.571
875_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.905	5.281	0.304
925_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.833	121.042	0.422
946_18	4a_resamp	bgpd	nn_unet	100	WT	0.833	6.371	0.338
971_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.915	2.965	0.763
Patient_1000815	4a_resamp	bgpd	nn_unet	100	WT	0.889	6	0.719
Patient_105215	4a_resamp	bgpd	nn_unet	100	WT	0.154	38.584	0.099
Patient_12115	4a_resamp	bgpd	nn_unet	100	WT	0	inf	0
Patient_129316	4a_resamp	bgpd	nn_unet	100	WT	0.777	8.552	0.268
Patient_129415	4a_resamp	bgpd	nn_unet	100	WT	0.573	16.634	0.2
Patient_130514	4a_resamp	bgpd	nn_unet	100	WT	0.785	8.036	0.48
Patient_136415	4a_resamp	bgpd	nn_unet	100	WT	0.725	64.375	0.527
Patient_158716	4a_resamp	bgpd	nn_unet	100	WT	0.68	8.886	0.242
Patient_161316	4a_resamp	bgpd	nn_unet	100	WT	0.869	4.617	0.705
Patient_24117	4a_resamp	bgpd	nn_unet	100	WT	0.92	6	0.821
Patient_24815	4a_resamp	bgpd	nn_unet	100	WT	0.711	13.661	0.38
Patient_45217	4a_resamp	bgpd	nn_unet	100	WT	0.822	7.666	0.589
Patient_5117	4a_resamp	bgpd	nn_unet	100	WT	0.73	19.948	0.523
Patient_56717	4a_resamp	bgpd	nn_unet	100	WT	0.768	8.086	0.4
Patient_59315	4a_resamp	bgpd	nn_unet	100	WT	0.728	10.911	0.35
Patient_61715	4a_resamp	bgpd	nn_unet	100	WT	0.775	12.482	0.49
Patient_61916	4a_resamp	bgpd	nn_unet	100	WT	0.8	4.49	0.449
Patient_66615	4a_resamp	bgpd	nn_unet	100	WT	0.854	6	0.607
Patient_69515	4a_resamp	bgpd	nn_unet	100	WT	0.64	13.976	0.228
Patient_70614	4a_resamp	bgpd	nn_unet	100	WT	0.865	6	0.655
Patient_76516	4a_resamp	bgpd	nn_unet	100	WT	0.891	6.5	0.648
Patient_83714	4a_resamp	bgpd	nn_unet	100	WT	0.859	6	0.657
Patient_98814	4a_resamp	bgpd	nn_unet	100	WT	0.735	10.244	0.241
1028_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.915	5.625	0.784
1043_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.894	3.885	0.472
1072_19	4a_resamp	bgpd	nn_unet	100	WT	0.815	10.971	0.389
1164_18	4a_resamp	bgpd	nn_unet	100	WT	0.901	3.369	0.656
1170_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.681	10.057	0.252
1185_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.786	30.888	0.394
1302_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.155	46.102	0.009
1357_19_4	4a_resamp	bgpd	nn_unet	100	WT	0.834	8.671	0.449
1463_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.666	186.599	0.22
1501_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.86	33.413	0.707
1539_18	4a_resamp	bgpd	nn_unet	100	WT	0.573	15.562	0.138
1546_18	4a_resamp	bgpd	nn_unet	100	WT	0.244	231.223	0.171
1685_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.611	17.144	0.212
1770_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.842	11.29	0.655
349_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.93	4	0.573
573_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.812	7.625	0.33
668_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.861	69.541	0.24
705_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.599	17.531	0.131
746_19_4	4a_resamp	bgpd	nn_unet	100	WT	0.836	84.727	0.282
826_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.443	179.305	0.086
856_19_4	4a_resamp	bgpd	nn_unet	100	WT	0.487	161.458	0.288
923_18	4a_resamp	bgpd	nn_unet	100	WT	0.734	9.431	0.335
979_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.732	11.149	0.387
990_18_4	4a_resamp	bgpd	nn_unet	100	WT	0.819	7.115	0.639
Patient_1001316	4a_resamp	bgpd	nn_unet	100	WT	0.861	8.093	0.568
Patient_107017	4a_resamp	bgpd	nn_unet	100	WT	0.791	8.777	0.336
Patient_109017	4a_resamp	bgpd	nn_unet	100	WT	0.625	14.463	0.121
Patient_111016	4a_resamp	bgpd	nn_unet	100	WT	0.634	11.093	0.315
Patient_122315	4a_resamp	bgpd	nn_unet	100	WT	0.743	8.438	0.264
Patient_12417	4a_resamp	bgpd	nn_unet	100	WT	0.889	3.75	0.757
Patient_127916	4a_resamp	bgpd	nn_unet	100	WT	0.622	43.125	0.265
Patient_131416	4a_resamp	bgpd	nn_unet	100	WT	0.471	48.316	0.091
Patient_132216	4a_resamp	bgpd	nn_unet	100	WT	0.585	27.905	0.279
Patient_133916	4a_resamp	bgpd	nn_unet	100	WT	0.507	19.678	0.352
